"run_id","session_id","sequence","repetition","runtime","operation","shuffle_seed","started_at","finished_at","status","bytes","duration_ms","mib_per_second","command_wall_time_ms","exit_code","output_file_validated","output_file_removed","result_file","benchmark_program","temporary_output_file","stdout_log","stderr_log","error_message"
"file_io_s01_r02_deno_write",1,12,2,"deno","write",20260808,"2026-08-06T16:04:54.369770+00:00","2026-08-06T16:04:55.706518+00:00","success",104857600,1072.2432,93.2624240470818,1321.7642,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r02_deno_write.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r02_deno_write.bin","results/logs/file_io_final/session_01/file_io_s01_r02_deno_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r02_deno_write-stderr.log",NA
"file_io_s01_r03_bun_read",1,13,3,"bun","read",20260809,"2026-08-06T16:05:00.721738+00:00","2026-08-06T16:05:01.114618+00:00","success",104857600,107.7667,927.930427488268,392.4223,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r03_bun_read.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r03_bun_read.bin","results/logs/file_io_final/session_01/file_io_s01_r03_bun_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r03_bun_read-stderr.log",NA
"file_io_s01_r03_node_write",1,14,3,"node","write",20260809,"2026-08-06T16:05:06.127288+00:00","2026-08-06T16:05:06.426143+00:00","success",104857600,58.3084,1715.01876230526,286.6834,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r03_node_write.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r03_node_write.bin","results/logs/file_io_final/session_01/file_io_s01_r03_node_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r03_node_write-stderr.log",NA
"file_io_s01_r03_deno_read",1,15,3,"deno","read",20260809,"2026-08-06T16:05:11.441624+00:00","2026-08-06T16:05:11.846220+00:00","success",104857600,136.3597,733.354502833315,404.2576,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r03_deno_read.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r03_deno_read.bin","results/logs/file_io_final/session_01/file_io_s01_r03_deno_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r03_deno_read-stderr.log",NA
"file_io_s01_r03_deno_write",1,16,3,"deno","write",20260809,"2026-08-06T16:05:16.861982+00:00","2026-08-06T16:05:18.178787+00:00","success",104857600,1059.0247,94.4265039332888,1304.6763,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r03_deno_write.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r03_deno_write.bin","results/logs/file_io_final/session_01/file_io_s01_r03_deno_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r03_deno_write-stderr.log",NA
"file_io_s01_r03_bun_write",1,17,3,"bun","write",20260809,"2026-08-06T16:05:23.193797+00:00","2026-08-06T16:05:24.556998+00:00","success",104857600,1066.1971,93.7912886838653,1350.158,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r03_bun_write.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r03_bun_write.bin","results/logs/file_io_final/session_01/file_io_s01_r03_bun_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r03_bun_write-stderr.log",NA
"file_io_s01_r03_node_read",1,18,3,"node","read",20260809,"2026-08-06T16:05:29.569563+00:00","2026-08-06T16:05:29.906472+00:00","success",104857600,87.6889,1140.39519255003,336.4263,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r03_node_read.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r03_node_read.bin","results/logs/file_io_final/session_01/file_io_s01_r03_node_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r03_node_read-stderr.log",NA
"file_io_s01_r04_bun_write",1,19,4,"bun","write",20260810,"2026-08-06T16:05:34.921300+00:00","2026-08-06T16:05:36.330349+00:00","success",104857600,1101.1186,90.8167385420608,1394.2662,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r04_bun_write.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r04_bun_write.bin","results/logs/file_io_final/session_01/file_io_s01_r04_bun_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r04_bun_write-stderr.log",NA
"file_io_s01_r04_node_write",1,20,4,"node","write",20260810,"2026-08-06T16:05:41.342937+00:00","2026-08-06T16:05:41.638312+00:00","success",104857600,58.1735,1718.99576267544,283.2269,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r04_node_write.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r04_node_write.bin","results/logs/file_io_final/session_01/file_io_s01_r04_node_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r04_node_write-stderr.log",NA
"file_io_s01_r04_deno_read",1,21,4,"deno","read",20260810,"2026-08-06T16:05:46.653056+00:00","2026-08-06T16:05:47.048243+00:00","success",104857600,136.2145,734.136233660881,394.5652,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r04_deno_read.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r04_deno_read.bin","results/logs/file_io_final/session_01/file_io_s01_r04_deno_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r04_deno_read-stderr.log",NA
"file_io_s01_r04_deno_write",1,22,4,"deno","write",20260810,"2026-08-06T16:05:52.064214+00:00","2026-08-06T16:05:53.384780+00:00","success",104857600,1059.1807,94.4125964530887,1307.7828,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r04_deno_write.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r04_deno_write.bin","results/logs/file_io_final/session_01/file_io_s01_r04_deno_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r04_deno_write-stderr.log",NA
"file_io_s01_r04_node_read",1,23,4,"node","read",20260810,"2026-08-06T16:05:58.396712+00:00","2026-08-06T16:05:58.725546+00:00","success",104857600,88.9646,1124.04259671825,328.4202,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r04_node_read.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r04_node_read.bin","results/logs/file_io_final/session_01/file_io_s01_r04_node_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r04_node_read-stderr.log",NA
"file_io_s01_r04_bun_read",1,24,4,"bun","read",20260810,"2026-08-06T16:06:03.740943+00:00","2026-08-06T16:06:04.127395+00:00","success",104857600,107.6686,928.775891949928,386.0009,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r04_bun_read.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r04_bun_read.bin","results/logs/file_io_final/session_01/file_io_s01_r04_bun_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r04_bun_read-stderr.log",NA
"file_io_s01_r05_bun_write",1,25,5,"bun","write",20260811,"2026-08-06T16:06:09.143087+00:00","2026-08-06T16:06:10.499403+00:00","success",104857600,1059.3396,94.3984346473973,1343.987,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r05_bun_write.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r05_bun_write.bin","results/logs/file_io_final/session_01/file_io_s01_r05_bun_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r05_bun_write-stderr.log",NA
"file_io_s01_r05_node_write",1,26,5,"node","write",20260811,"2026-08-06T16:06:15.511663+00:00","2026-08-06T16:06:15.821666+00:00","success",104857600,61.2535,1632.55977209466,297.8011,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r05_node_write.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r05_node_write.bin","results/logs/file_io_final/session_01/file_io_s01_r05_node_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r05_node_write-stderr.log",NA
"file_io_s01_r05_deno_read",1,27,5,"deno","read",20260811,"2026-08-06T16:06:20.837664+00:00","2026-08-06T16:06:21.230130+00:00","success",104857600,136.719,731.427233961629,392.0095,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r05_deno_read.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r05_deno_read.bin","results/logs/file_io_final/session_01/file_io_s01_r05_deno_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r05_deno_read-stderr.log",NA
"file_io_s01_r05_bun_read",1,28,5,"bun","read",20260811,"2026-08-06T16:06:26.266969+00:00","2026-08-06T16:06:26.649996+00:00","success",104857600,102.3548,976.993751147968,382.581,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r05_bun_read.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r05_bun_read.bin","results/logs/file_io_final/session_01/file_io_s01_r05_bun_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r05_bun_read-stderr.log",NA
"file_io_s01_r05_deno_write",1,29,5,"deno","write",20260811,"2026-08-06T16:06:31.713689+00:00","2026-08-06T16:06:33.024658+00:00","success",104857600,1057.6732,94.5471625829226,1298.7485,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r05_deno_write.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r05_deno_write.bin","results/logs/file_io_final/session_01/file_io_s01_r05_deno_write-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r05_deno_write-stderr.log",NA
"file_io_s01_r05_node_read",1,30,5,"node","read",20260811,"2026-08-06T16:06:38.035578+00:00","2026-08-06T16:06:38.369833+00:00","success",104857600,94.3025,1060.4172741974,333.8332,0,TRUE,TRUE,"data/raw/file_io/session_01/file_io_s01_r05_node_read.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s01_r05_node_read.bin","results/logs/file_io_final/session_01/file_io_s01_r05_node_read-stdout.log","results/logs/file_io_final/session_01/file_io_s01_r05_node_read-stderr.log",NA
"file_io_s02_r06_deno_read",2,1,6,"deno","read",20260812,"2026-08-06T16:07:26.717757+00:00","2026-08-06T16:07:27.162415+00:00","success",104857600,136.7825,731.087675689507,442.6219,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r06_deno_read.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r06_deno_read.bin","results/logs/file_io_final/session_02/file_io_s02_r06_deno_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r06_deno_read-stderr.log",NA
"file_io_s02_r06_node_write",2,2,6,"node","write",20260812,"2026-08-06T16:07:32.176097+00:00","2026-08-06T16:07:32.477338+00:00","success",104857600,61.2371,1632.99699038655,287.1521,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r06_node_write.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r06_node_write.bin","results/logs/file_io_final/session_02/file_io_s02_r06_node_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r06_node_write-stderr.log",NA
"file_io_s02_r06_bun_write",2,3,6,"bun","write",20260812,"2026-08-06T16:07:37.494175+00:00","2026-08-06T16:07:38.846368+00:00","success",104857600,1056.45,94.6566330635619,1339.8487,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r06_bun_write.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r06_bun_write.bin","results/logs/file_io_final/session_02/file_io_s02_r06_bun_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r06_bun_write-stderr.log",NA
"file_io_s02_r06_bun_read",2,4,6,"bun","read",20260812,"2026-08-06T16:07:43.862183+00:00","2026-08-06T16:07:44.239916+00:00","success",104857600,100.9047,991.034114367319,377.303,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r06_bun_read.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r06_bun_read.bin","results/logs/file_io_final/session_02/file_io_s02_r06_bun_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r06_bun_read-stderr.log",NA
"file_io_s02_r06_deno_write",2,5,6,"deno","write",20260812,"2026-08-06T16:07:49.255985+00:00","2026-08-06T16:07:50.562641+00:00","success",104857600,1047.9902,95.4207396214201,1293.016,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r06_deno_write.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r06_deno_write.bin","results/logs/file_io_final/session_02/file_io_s02_r06_deno_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r06_deno_write-stderr.log",NA
"file_io_s02_r06_node_read",2,6,6,"node","read",20260812,"2026-08-06T16:07:55.575177+00:00","2026-08-06T16:07:55.915078+00:00","success",104857600,94.1253,1062.41361249313,339.4635,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r06_node_read.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r06_node_read.bin","results/logs/file_io_final/session_02/file_io_s02_r06_node_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r06_node_read-stderr.log",NA
"file_io_s02_r07_deno_write",2,7,7,"deno","write",20260813,"2026-08-06T16:08:00.931014+00:00","2026-08-06T16:08:02.355947+00:00","success",104857600,1163.9381,85.9152217802648,1410.8412,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r07_deno_write.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r07_deno_write.bin","results/logs/file_io_final/session_02/file_io_s02_r07_deno_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r07_deno_write-stderr.log",NA
"file_io_s02_r07_deno_read",2,8,7,"deno","read",20260813,"2026-08-06T16:08:07.383104+00:00","2026-08-06T16:08:07.771848+00:00","success",104857600,133.6609,748.161953121668,388.3017,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r07_deno_read.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r07_deno_read.bin","results/logs/file_io_final/session_02/file_io_s02_r07_deno_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r07_deno_read-stderr.log",NA
"file_io_s02_r07_node_read",2,9,7,"node","read",20260813,"2026-08-06T16:08:12.801389+00:00","2026-08-06T16:08:13.143869+00:00","success",104857600,94.421,1059.08643204372,342.0527,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r07_node_read.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r07_node_read.bin","results/logs/file_io_final/session_02/file_io_s02_r07_node_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r07_node_read-stderr.log",NA
"file_io_s02_r07_bun_write",2,10,7,"bun","write",20260813,"2026-08-06T16:08:18.159545+00:00","2026-08-06T16:08:19.519979+00:00","success",104857600,1067.2717,93.6968533879424,1347.0113,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r07_bun_write.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r07_bun_write.bin","results/logs/file_io_final/session_02/file_io_s02_r07_bun_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r07_bun_write-stderr.log",NA
"file_io_s02_r07_bun_read",2,11,7,"bun","read",20260813,"2026-08-06T16:08:24.535623+00:00","2026-08-06T16:08:24.932663+00:00","success",104857600,111.807,894.398382927724,396.6176,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r07_bun_read.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r07_bun_read.bin","results/logs/file_io_final/session_02/file_io_s02_r07_bun_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r07_bun_read-stderr.log",NA
"file_io_s02_r07_node_write",2,12,7,"node","write",20260813,"2026-08-06T16:08:29.947595+00:00","2026-08-06T16:08:30.268810+00:00","success",104857600,74.3964,1344.15106107285,308.2539,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r07_node_write.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r07_node_write.bin","results/logs/file_io_final/session_02/file_io_s02_r07_node_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r07_node_write-stderr.log",NA
"file_io_s02_r08_deno_read",2,13,8,"deno","read",20260814,"2026-08-06T16:08:35.285760+00:00","2026-08-06T16:08:35.673958+00:00","success",104857600,134.3106,744.542873012257,387.7525,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r08_deno_read.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r08_deno_read.bin","results/logs/file_io_final/session_02/file_io_s02_r08_deno_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r08_deno_read-stderr.log",NA
"file_io_s02_r08_bun_write",2,14,8,"bun","write",20260814,"2026-08-06T16:08:40.690083+00:00","2026-08-06T16:08:42.141646+00:00","success",104857600,1058.6107,94.4634321190972,1439.6025,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r08_bun_write.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r08_bun_write.bin","results/logs/file_io_final/session_02/file_io_s02_r08_bun_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r08_bun_write-stderr.log",NA
"file_io_s02_r08_node_write",2,15,8,"node","write",20260814,"2026-08-06T16:08:47.156268+00:00","2026-08-06T16:08:47.451531+00:00","success",104857600,61.154,1635.21601203519,282.4839,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r08_node_write.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r08_node_write.bin","results/logs/file_io_final/session_02/file_io_s02_r08_node_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r08_node_write-stderr.log",NA
"file_io_s02_r08_node_read",2,16,8,"node","read",20260814,"2026-08-06T16:08:52.465874+00:00","2026-08-06T16:08:52.803635+00:00","success",104857600,94.779,1055.08604226675,337.2616,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r08_node_read.json","benchmarks/file_io/node/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r08_node_read.bin","results/logs/file_io_final/session_02/file_io_s02_r08_node_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r08_node_read-stderr.log",NA
"file_io_s02_r08_bun_read",2,17,8,"bun","read",20260814,"2026-08-06T16:08:57.820355+00:00","2026-08-06T16:08:58.198410+00:00","success",104857600,101.6002,984.250031003876,377.6342,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r08_bun_read.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r08_bun_read.bin","results/logs/file_io_final/session_02/file_io_s02_r08_bun_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r08_bun_read-stderr.log",NA
"file_io_s02_r08_deno_write",2,18,8,"deno","write",20260814,"2026-08-06T16:09:03.231833+00:00","2026-08-06T16:09:04.531635+00:00","success",104857600,1046.9467,95.515846222162,1287.9873,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r08_deno_write.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r08_deno_write.bin","results/logs/file_io_final/session_02/file_io_s02_r08_deno_write-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r08_deno_write-stderr.log",NA
"file_io_s02_r09_bun_read",2,19,9,"bun","read",20260815,"2026-08-06T16:09:09.548121+00:00","2026-08-06T16:09:09.943563+00:00","success",104857600,108.166,924.504927611264,394.9752,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r09_bun_read.json","benchmarks/file_io/bun/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r09_bun_read.bin","results/logs/file_io_final/session_02/file_io_s02_r09_bun_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r09_bun_read-stderr.log",NA
"file_io_s02_r09_deno_read",2,20,9,"deno","read",20260815,"2026-08-06T16:09:14.962659+00:00","2026-08-06T16:09:15.362314+00:00","success",104857600,144.4641,692.213498024769,399.2356,0,TRUE,TRUE,"data/raw/file_io/session_02/file_io_s02_r09_deno_read.json","benchmarks/file_io/deno/benchmark.mjs","data/raw/file_io/temporary_outputs/file_io_s02_r09_deno_read.bin","results/logs/file_io_final/session_02/file_io_s02_r09_deno_read-stdout.log","results/logs/file_io_final/session_02/file_io_s02_r09_deno_read-stderr.log",NA
